Matrix,n,Experiment,Type,Variant,Decade,Count,ZeroCount,Total
rajat13,7598,WorkingPrecisionResidualIR,"posit<64,3>",Quire,4,55,49082,48762
rajat13,7598,WorkingPrecisionResidualIR,"posit<64,3>",Quire,5,34,49082,48762
rajat03,7602,FactorAccumulatorIR,"posit<16,2>",Plain,-12,85000,32653,555101
rajat03,7602,FactorAccumulatorIR,"posit<16,2>",Plain,-8,258,32653,555101
rajat03,7602,FactorAccumulatorIR,"posit<16,2>",Plain,-7,169742,32653,555101
rajat03,7602,FactorAccumulatorIR,"posit<16,2>",Plain,-5,42500,32653,555101
rajat03,7602,FactorAccumulatorIR,"posit<16,2>",Plain,-1,400,32653,555101
rajat03,7602,FactorAccumulatorIR,"posit<16,2>",Plain,0,77306,32653,555101
rajat03,7602,FactorAccumulatorIR,"posit<16,2>",Plain,1,179878,32653,555101
rajat03,7602,FactorAccumulatorIR,"posit<16,2>",Plain,2,17,32653,555101
rajat03,7602,FactorAccumulatorIR,"posit<16,2>",Quire,-12,85000,32653,555101
rajat03,7602,FactorAccumulatorIR,"posit<16,2>",Quire,-7,170000,32653,555101
rajat03,7602,FactorAccumulatorIR,"posit<16,2>",Quire,-5,42500,32653,555101
rajat03,7602,FactorAccumulatorIR,"posit<16,2>",Quire,-1,342,32653,555101
rajat03,7602,FactorAccumulatorIR,"posit<16,2>",Quire,0,68046,32653,555101
rajat03,7602,FactorAccumulatorIR,"posit<16,2>",Quire,1,189196,32653,555101
rajat03,7602,FactorAccumulatorIR,"posit<16,2>",Quire,2,17,32653,555101
rajat03,7602,FactorAccumulatorIR,"posit<32,2>",Plain,-12,15000,32653,97959
rajat03,7602,FactorAccumulatorIR,"posit<32,2>",Plain,-7,30000,32653,97959
rajat03,7602,FactorAccumulatorIR,"posit<32,2>",Plain,-5,7500,32653,97959
rajat03,7602,FactorAccumulatorIR,"posit<32,2>",Plain,-1,94,32653,97959
rajat03,7602,FactorAccumulatorIR,"posit<32,2>",Plain,0,22887,32653,97959
rajat03,7602,FactorAccumulatorIR,"posit<32,2>",Plain,1,22475,32653,97959
rajat03,7602,FactorAccumulatorIR,"posit<32,2>",Plain,2,3,32653,97959
rajat03,7602,FactorAccumulatorIR,"posit<32,2>",Quire,-12,15000,32653,97959
rajat03,7602,FactorAccumulatorIR,"posit<32,2>",Quire,-7,30000,32653,97959
rajat03,7602,FactorAccumulatorIR,"posit<32,2>",Quire,-5,7500,32653,97959
rajat03,7602,FactorAccumulatorIR,"posit<32,2>",Quire,-1,102,32653,97959
rajat03,7602,FactorAccumulatorIR,"posit<32,2>",Quire,0,20153,32653,97959
rajat03,7602,FactorAccumulatorIR,"posit<32,2>",Quire,1,25201,32653,97959
rajat03,7602,FactorAccumulatorIR,"posit<32,2>",Quire,2,3,32653,97959
rajat03,7602,WorkingPrecisionResidualIR,"posit<32,2>",Plain,-12,80000,32653,522448
rajat03,7602,WorkingPrecisionResidualIR,"posit<32,2>",Plain,-7,160000,32653,522448
rajat03,7602,WorkingPrecisionResidualIR,"posit<32,2>",Plain,-5,40000,32653,522448
rajat03,7602,WorkingPrecisionResidualIR,"posit<32,2>",Plain,-1,76,32653,522448
rajat03,7602,WorkingPrecisionResidualIR,"posit<32,2>",Plain,0,86168,32653,522448
rajat03,7602,WorkingPrecisionResidualIR,"posit<32,2>",Plain,1,156188,32653,522448
rajat03,7602,WorkingPrecisionResidualIR,"posit<32,2>",Plain,2,16,32653,522448
rajat03,7602,WorkingPrecisionResidualIR,"posit<32,2>",Quire,-12,30000,32653,195918
rajat03,7602,WorkingPrecisionResidualIR,"posit<32,2>",Quire,-7,60000,32653,195918
rajat03,7602,WorkingPrecisionResidualIR,"posit<32,2>",Quire,-5,15000,32653,195918
rajat03,7602,WorkingPrecisionResidualIR,"posit<32,2>",Quire,-1,6,32653,195918
rajat03,7602,WorkingPrecisionResidualIR,"posit<32,2>",Quire,0,30606,32653,195918
rajat03,7602,WorkingPrecisionResidualIR,"posit<32,2>",Quire,1,60300,32653,195918
rajat03,7602,WorkingPrecisionResidualIR,"posit<32,2>",Quire,2,6,32653,195918
rajat03,7602,WorkingPrecisionResidualIR,"posit<64,3>",Plain,-12,5000,32653,32653
rajat03,7602,WorkingPrecisionResidualIR,"posit<64,3>",Plain,-7,10000,32653,32653
rajat03,7602,WorkingPrecisionResidualIR,"posit<64,3>",Plain,-5,2500,32653,32653
rajat03,7602,WorkingPrecisionResidualIR,"posit<64,3>",Plain,-1,50,32653,32653
rajat03,7602,WorkingPrecisionResidualIR,"posit<64,3>",Plain,0,6780,32653,32653
rajat03,7602,WorkingPrecisionResidualIR,"posit<64,3>",Plain,1,8322,32653,32653
rajat03,7602,WorkingPrecisionResidualIR,"posit<64,3>",Plain,2,1,32653,32653
rajat03,7602,WorkingPrecisionResidualIR,"posit<64,3>",Quire,-12,5000,32653,32653
rajat03,7602,WorkingPrecisionResidualIR,"posit<64,3>",Quire,-7,10000,32653,32653
rajat03,7602,WorkingPrecisionResidualIR,"posit<64,3>",Quire,-5,2500,32653,32653
rajat03,7602,WorkingPrecisionResidualIR,"posit<64,3>",Quire,-1,50,32653,32653
rajat03,7602,WorkingPrecisionResidualIR,"posit<64,3>",Quire,0,6780,32653,32653
rajat03,7602,WorkingPrecisionResidualIR,"posit<64,3>",Quire,1,8322,32653,32653
rajat03,7602,WorkingPrecisionResidualIR,"posit<64,3>",Quire,2,1,32653,32653
